taxid	control	cancer	adenoma
46506	0.0026460291461279234	0.010825863893130998	0.009817831035632706
1564113	0.0	0.0	1.2473957213367334e-05
43771	0.0	3.4435776239384526e-07	0.0
1263547	1.0270211882106902e-06	1.0871291219107538e-05	0.0
283737	1.1384671639339614e-06	0.0	0.0
1590	7.02260840917075e-05	1.786931758841726e-05	8.938409464749723e-05
1262880	0.0010447421607158213	0.0012526530040607277	0.0013445293211978655
1232428	9.042510999864243e-05	7.58305694490201e-05	0.00031967401594479723
1303	0.0010601498940895635	0.001378521787627689	0.0011172596535767908
1262888	0.002396281920598016	0.0022816980058200853	0.004087588284725403
1871031	8.873597260141515e-06	0.00011825086311920137	1.784704979200856e-05
1550024	0.0019134572842369989	0.004706618775846064	0.0018549579942694354
1896974	1.2276143101180102e-05	1.489008547316345e-05	0.00035343268643522755
103621	4.121783015133907e-06	5.814190783520149e-06	0.0
1080071	0.0	0.0	4.015534034432e-06
712122	0.00010277036875588404	8.528561419956711e-05	5.559154131149314e-05
305719	0.0	9.57461719452417e-07	0.0
1625	1.913131616287382e-05	6.83371014647192e-05	2.167056850271393e-06
1579	2.3972969092378373e-05	9.887372928909138e-05	1.761276492880716e-05
1262792	4.599417099337735e-05	0.00010501427668607505	0.0002494617227288067
33968	0.0001494763060514624	8.634301738276607e-05	0.000235740609468767
820	0.015469602298281608	0.025349236902355184	0.022922250319481342
1262873	0.0010335393043860205	0.0005426633372543445	0.00028994082560189157
2754	0.0	7.336313093675945e-06	1.2316615181264647e-06
36834	0.00010146367113990587	0.0001773848272648522	3.345105214858604e-05
1907654	0.0002860986289024808	0.00023359069601030044	0.00017371428595942267
74426	0.006238367374480222	0.005229108329747151	0.008669597341764944
33034	2.751619949111843e-06	0.0	6.658161575327673e-07
1897012	0.0002030165182375595	0.00036737219703102933	0.00033063872523186936
1855299	0.0002345022786576066	0.00027336723452799593	0.00024350039804911573
1260	1.1672470353515115e-05	4.18987262327617e-05	9.831686002605474e-05
460870	5.236954843805869e-07	7.531367935186361e-07	0.0
1658108	0.00027886947955584165	0.00018208385104192398	0.0002830832105471562
1683	0.0007677927577404379	0.0002884577967666563	0.004218786955246441
1262753	0.00013253765844104966	0.00019168923887850017	0.002241984758686255
1896979	0.000717681252514939	0.0003865302897897472	0.0013741014278639038
1262952	0.014896375709920712	0.02119502283303205	0.019036384302294495
1262806	0.0007586490631824252	0.0008445006368699228	0.0009618268290160791
59561	0.0	0.0	6.845424799902835e-06
712357	0.0	1.2054412184385597e-06	0.0
1262917	5.378196845114813e-06	0.00018147817992163464	0.0
157691	0.0	1.3731392547721084e-05	0.0
1263024	0.0021041701631868306	0.0005848968079878428	0.0004685394283899984
1896972	0.0009726585406954784	0.0015188564190050829	0.0012500624186849044
453582	3.243640317821294e-07	0.0	0.0
1852383	4.1224758321835354e-06	1.6506261081375026e-05	5.061938183080281e-06
1841857	6.792587683461112e-06	0.00018873506193897808	9.54553247808845e-06
1897015	0.0018192597367564928	0.002670995270680245	0.0019556098986967924
712124	0.00028092323367293764	5.990589685881723e-05	9.190275253071812e-05
1598	0.0001483972202903219	0.00018695659208911995	0.0047878378049710235
626937	0.00034269055817441233	0.0006293875911009515	0.00018663243749237883
1472765	0.0	1.5659062065745759e-06	0.0
877414	1.8203407355236296e-05	0.0	0.0
1703	6.097843915774681e-05	2.628428116177626e-06	4.557445895367776e-05
985002	0.0	0.0	2.058618929914916e-06
28132	0.0	1.2728626631666308e-06	4.834534736365514e-07
1263011	0.00040615373505980233	0.0003646108526017226	0.00032030206646128923
1236179	0.0	6.261301214421121e-06	0.0
77635	1.3234636710857053e-06	0.0	0.0
114652	2.118764825802954e-07	0.0	0.0
712528	0.0	3.6487364875743584e-06	0.0
1262945	0.00021579858746124174	0.00013336877393969963	0.00024037598156866346
1263001	0.0009466785267729327	0.0008475198328000994	0.0010630968603256167
1608996	7.778417477231754e-06	0.0	3.471145295139413e-06
53363	0.0	7.166651919187588e-07	0.0
1262893	5.0625454190852704e-05	0.0	8.410471859547933e-06
1262770	0.0	0.0002017202872295773	5.218244491282016e-05
1903261	0.0006417793953997815	0.0004681200209770625	0.0006550481045482077
1547	0.0006515443860085509	0.0009579381221534257	0.0002591494864908578
1491	0.0	0.0	1.0415600433290227e-05
1262688	0.0	1.728082038200065e-05	0.0
43770	1.153383202446307e-05	0.0	2.953907445635638e-05
1262905	0.0010357482098790549	0.0002783291419656545	0.0007527897454505872
1777879	0.0	1.102800165877817e-06	0.0
1263029	4.3872016689106487e-05	0.0	6.886825793251274e-05
1262805	0.0008189733366010482	0.0010018829956742904	0.000879245446943773
1262751	0.00014000711541426887	7.324918139176584e-06	2.4351884565792438e-05
1907659	0.0	1.8957325135468381e-06	0.0
1262966	0.00010583495740731314	9.952758152497717e-06	5.106868193226669e-06
1262708	1.3341076139686009e-05	0.00028361143449123316	1.2583561596647747e-05
1262995	0.0	1.9518645816114164e-05	0.0
1871028	9.795399246062294e-07	8.37243945845374e-07	0.0
147709	0.0	0.0	3.7987507553490645e-06
1262910	0.000341560320839812	0.0005990050535250479	0.00033444795092287677
28117	0.005208507554357554	0.009283681900477158	0.007023549056117409
1881068	9.743903274098796e-07	0.0	0.0
290053	2.4489773514392754e-06	4.950460037073792e-06	0.0
1262914	0.00015665950454419445	0.00010045496715062898	3.230823513661305e-05
317	0.0	0.0	1.1904428841460833e-06
548	5.610653588477859e-05	1.9698185474326947e-05	0.00023619715033082236
187101	1.1860917140579256e-06	0.0	0.0
652706	2.328684689644243e-06	3.4484839608760154e-06	0.0
562	0.007709408236279266	0.009926581609461716	0.003040324325476272
28026	0.005126584278619154	0.0016736874507405051	0.002826041857678935
36841	6.53985336322868e-06	1.9293944647543812e-05	6.53960968562703e-05
502558	1.8783971241524293e-06	1.856306042084796e-05	0.0
1473216	0.0007708834405167291	0.0007560249043596524	0.000710429543283257
79604	4.123134831857415e-07	0.0	2.207297703210736e-06
2039	8.922735922011485e-06	2.9203786081762916e-06	2.1598763605952323e-05
641148	5.938952256265511e-07	9.179184530500705e-06	8.949940354634133e-07
342942	0.000591731977380206	0.0009311949244382618	0.0005798483953542234
1262815	9.84235623692584e-05	0.00019874668798012428	5.1072311860667724e-05
1262691	0.0006016409937356906	0.0009282667784827778	0.0003142363477521503
139208	0.00023929461136691359	0.00017589535859833172	0.00023423915263844154
1297617	0.00047363191641990206	0.0010051056301545937	0.00045805652017226413
199	3.104212242673593e-05	0.00015935083637107095	6.236532841521786e-05
159896	6.1027993814260206e-05	0.0	0.0
1943580	6.055139392328218e-06	2.305454340514216e-05	0.0
859	4.190579164044111e-06	0.00033586742221844727	5.21023934734968e-06
1263017	0.0005889797260449934	0.0004024417414465386	0.0003076339345449057
61592	0.00014021488536295027	6.981292454428614e-05	0.00011785572318055665
1896978	0.00016032382070087803	9.268138996940291e-05	0.0002142557645958251
1288391	3.868426137104073e-05	3.167903662386758e-06	1.2801550077237954e-05
33934	1.3666289190706806e-06	0.0	0.0
37734	6.468427525972486e-05	1.1072423658644101e-05	3.501748042300798e-05
1967665	5.539309100083205e-07	0.0	0.0
851	3.569139330991077e-05	0.001159141823880653	4.3381046129787365e-05
231049	0.0	0.0	3.069919285474546e-06
1965570	0.0	1.8970646343055774e-05	0.0
1870985	7.044131737956223e-05	2.7040997820204492e-05	3.356477778580441e-05
28141	0.0	9.14949964376249e-08	2.5458203889736897e-07
1807749	7.987884946485845e-06	2.488360656308874e-06	1.861785889897119e-05
712288	0.0	0.00041952174104648303	3.4190682872017026e-05
1262761	0.002819125532496428	0.0010699477880684357	0.0015865084117630246
1262937	0.0	6.22725162041498e-05	0.001147276775856153
137591	2.4812527286324418e-05	2.72866654796731e-05	4.294906793054033e-05
197	0.0	7.298848946358604e-06	0.0
1870994	0.0	5.490235763287879e-05	9.92865275088554e-07
341220	0.00017925221702392845	0.00015671019689621448	8.83334364754737e-05
419015	0.00020178300656979828	8.63588910389439e-05	0.00034302778568948367
29360	1.0427509550846796e-06	1.5105408603882301e-06	0.0
416586	6.52090508165938e-05	0.0	0.000192001710474121
1263027	5.495200322582225e-05	7.033950660110519e-05	3.603575464018401e-05
1262953	0.005063836775341819	0.003881142118089478	0.004012508867718268
1500894	7.96169987637453e-06	0.0	0.0
1262944	0.0011496842565127973	0.0006506706867936804	0.0006503144321195176
1262796	0.007657608011792234	0.004252177943800423	0.0027819076329025786
1261634	0.0	6.308294051096281e-07	0.0
1531429	0.0	1.551792282522895e-05	0.0
645	0.0	1.015502180643686e-06	0.0
1796613	0.0052805116138824005	0.004999049657338328	0.0017751379311625737
1203590	4.230604975815736e-05	2.1125413549010644e-05	3.7811936804339025e-05
1852379	1.0311238327708133e-06	0.0	9.532750220917816e-07
301301	0.0024490266365932347	0.0029509894584879397	0.0032179515492848105
712532	0.0	3.539579520659209e-06	0.0
1735	0.008654157759442367	0.007124901532657908	0.00743774590821658
1262924	0.0017486394550098488	0.004554996932634513	0.0018147112029793775
1235997	0.0	1.1946918670590933e-06	0.0
732	1.4609016427656934e-05	5.769188947796503e-05	2.071390265998506e-05
526588	1.1173806555335705e-06	1.3812892382001474e-05	0.0
1855325	0.0	3.0260808400022e-07	0.0
1305	0.0006168348152531045	0.00037842801771409505	0.00021643064200730112
464322	7.265004342110252e-06	0.0	0.0
1288121	0.0008000112787232221	0.0009151652248553042	0.0006931118202288374
61647	4.523139174284194e-07	0.0	0.0
651	0.0	1.7144384916465562e-06	0.0
1262759	1.7138650825014166e-06	0.0009662248704499095	0.00018671301240607077
615	4.466400673754443e-05	0.0	0.0
82977	0.0	0.0	2.3024699106159103e-07
246144	1.2269609564168573e-05	1.9153222238561614e-05	2.9294935892174312e-06
191770	4.37504304626161e-07	0.0	2.433415214050267e-06
1262742	6.232963952696842e-05	4.775286405584248e-05	3.697949319319655e-05
28126	6.402040063714311e-07	2.8819379375759448e-05	2.4168965619562527e-05
1335	0.0002501172699383057	2.8075051980951856e-05	0.0012154532685125226
47715	9.06669861393361e-05	7.269252255654151e-05	0.00015089518843811321
1262838	0.00013388222866826546	4.434296109234157e-06	0.0
37637	0.0	0.0	2.3801866276551894e-05
116085	0.0020065292452065646	0.0025048485131083987	0.0022379577503362307
1317	4.689077697120676e-05	1.1817890315114239e-05	9.634570827232777e-06
52242	9.249827700050493e-06	5.730753373723949e-07	0.0
626940	0.004184105032817376	0.003630601393030356	0.005197770117592166
1262772	6.246611601186299e-05	3.6428079722176686e-06	1.9652884895697232e-05
1105029	0.00020778836717532827	0.0002634833778194072	0.0002748715121408341
376427	5.811688993631248e-07	0.0	0.0
1348	1.2410441295157056e-05	1.3949324553012797e-06	3.0333493064054994e-06
1944646	0.0	1.0245376571745206e-05	0.0
136609	0.0	1.2856402756307604e-06	0.0
1583	1.68595894123755e-05	3.4232709066990345e-05	1.3611411690543022e-05
1263015	0.00029404455957261	0.0003762793847619392	0.0003038216868056361
495	2.7228190057640837e-07	4.082254345683511e-06	0.0
1262906	0.00026494044676989074	0.00014718997159039819	0.00021726417402847116
272548	0.00014744137573056667	0.00011041891083897212	5.293089874003129e-05
545	3.4242910877408683e-06	3.9449633669930785e-05	3.856658541253776e-06
293	0.0	5.795691515700061e-06	0.0
46677	6.073360621466047e-07	0.0	0.0
1472761	0.0014797555660555056	0.0007345634599241175	0.0008164467416554948
83655	0.0	3.948133128502651e-06	0.0
765821	0.0016655674180825512	0.0017062409419437603	0.0023545347763253206
384638	0.0007292817449614641	0.00035099378975028326	0.0005922742639280161
39491	0.037014721335332845	0.0339164004063262	0.046344666168599266
1230734	1.2577131070182289e-05	0.00048298947959186673	4.144082999762033e-05
1702287	0.0	0.0	3.2140049192175167e-07
425254	3.7523933137975875e-06	5.603121968401588e-07	1.4069159062155533e-06
43768	2.827187401266886e-06	1.127512884347897e-06	2.63564751111876e-05
1816694	4.6350459420871946e-05	1.0249332042635262e-05	1.083092318157981e-06
301302	0.005632880135616297	0.005155953822064758	0.004909916385006992
390842	8.761374535989324e-07	0.0	2.150935176421792e-06
111015	1.8013763157855122e-05	3.8962240987831616e-05	3.246597423890891e-05
13335	0.00012472071985626556	0.0	0.0
351091	0.0	1.4993188520438786e-06	0.0
78346	0.004281993842261445	0.003570997194717109	0.009028031723887261
47229	4.850699439638548e-06	0.0	0.0
1262857	0.0004403438113422949	5.9641041637409605e-05	0.00016441487728382427
1680	0.006795925815517479	0.003418971859319464	0.006661627049740533
1262933	3.6445314837823016e-05	0.0002756721765507926	4.032776320888461e-05
47678	0.002780509152437831	0.003368023909195376	0.003951786633633676
105612	0.0	5.366404600701207e-06	3.064805342170473e-06
33029	0.0	7.581534210368508e-05	0.0
2741	6.320166351869307e-07	1.8670551682128876e-05	4.060785425698633e-06
1173024	1.582511707953872e-05	0.0	4.491544092784009e-05
303	4.4754456373964426e-06	1.3242829594543355e-05	0.00017542856721126696
1490	0.0	3.095639020321571e-05	0.0
1501329	1.3001947955038955e-05	3.4961935419169816e-05	2.681011983080796e-05
1095727	7.458331533740002e-07	1.4852837845802254e-06	1.3043804571210408e-05
1262987	0.0006685109184850686	0.003031097338940792	0.00036130307246005395
1497953	9.978058561367683e-06	0.0	0.0
137838	4.2350518019862575e-06	0.00040158262958829165	0.0001328269920077499
1744	0.00023606810475601756	0.0001716057567296724	0.00023183705674614607
1743146	1.3155629249116723e-06	0.0	0.0
1870987	1.0050583303606647e-06	8.413868369287564e-06	6.905907122316608e-07
762211	1.4759553561944652e-05	0.0	0.0
1244	5.647606121308795e-05	1.7595913787816746e-05	8.470828763035525e-05
1379	4.106151634504098e-05	5.993751447140887e-05	3.246912141205205e-05
1262957	0.0003511058645834696	6.0681337469033645e-05	0.0002869628395510463
28135	0.0	0.00013799923540036915	4.206448487830751e-06
1353	0.00013004130147074765	1.3230796667416602e-05	1.3841140526910712e-05
1262922	1.918444270260517e-05	8.610354266344585e-05	7.796121137660447e-05
905011	0.0001676269890505685	0.0001909706634776565	0.00015469664421444875
563031	0.0	1.1385219604698138e-06	0.0
