taxid	control	cancer	adenoma
762212	1.2767821154310925e-05	1.3645697526413271e-05	0.0
1897044	0.0023148774617933543	0.0011895397841471143	0.0035154010494847536
1262794	0.00011037734513329654	0.0003370949698798774	0.00018750007548463786
28037	0.0008349377676845697	0.0007578010003720201	0.0009750231540708729
1904962	5.512285209564078e-07	0.0	0.0
1897025	0.0006748145054085433	0.0010595989912900812	0.0003334812692282627
281920	2.9355938673687138e-05	0.0012991927824923177	7.405702481203202e-06
1795832	0.0	1.0122816729476185e-05	0.0
40091	0.0	3.7806282199388845e-07	0.0
1519438	0.00015265366791884975	4.7938928269436375e-05	9.6174369746933e-07
1574624	1.600185854871463e-06	3.1287018782897925e-07	2.460627620627747e-06
1352	0.001480669037113975	0.001820175473133312	0.0013768414796509962
2702	3.343961107789076e-05	2.3944931999524e-05	0.0
1263028	0.00041118853301137044	0.00014310800286755675	0.00029332891705926705
1504822	0.00012229209582954756	3.641762179145359e-05	0.0
1777881	7.1928549139682785e-06	1.9143498499195313e-06	4.504290060358131e-06
671266	3.8182493665549453e-05	1.2345310513249797e-06	1.5490238249201267e-06
1745713	0.00023094341579123892	3.908130246258189e-05	6.881902967698279e-05
204516	0.004649456792050717	0.0062256496750730085	0.004014456014283325
1776384	2.2346978126520818e-05	0.0001295962274221375	0.0001926446199758007
1720204	5.872182121778211e-06	4.5045704320177335e-05	1.1354815904386002e-05
1528099	1.5863789923317025e-05	1.8538565923244073e-05	3.620247967922002e-05
712359	3.4425164127160943e-06	1.06217600277722e-05	0.0
135082	0.0	1.5736829831869513e-05	0.0
1504823	0.004576238394045609	0.003932525065608559	0.0034486359541579703
1465754	0.0006301042860914152	0.0005484869315978409	0.00037530999894709935
1917883	7.34371755784248e-05	1.856591873092435e-05	0.00012073038970036409
76860	0.00020601932256810224	0.00037694919274288015	0.0003013219434793945
1739394	1.4715950589115587e-06	1.5318963960912241e-06	0.0
1263010	0.0016422761939411043	0.00059626934559437	0.0013289047496642895
157687	3.5861135956735654e-06	2.5062137853523957e-05	5.137222776753266e-06
46503	0.002570383218891515	0.007655630688811488	0.005106568079695598
162156	0.0006520853914121855	0.000176397133847617	0.0032397363586281385
1852361	0.0001479317527733134	0.00020570530891288397	0.00038125209864735705
1705	0.0	0.0	2.0705856218179903e-06
28129	0.0	0.0001125034666758705	3.101658943265256e-06
1603888	1.4363443612505788e-06	3.4940973347324717e-06	8.710099207581565e-06
1655	0.0003113746603075076	0.00010902181717472283	0.00024382012692061611
1393034	2.549986192835131e-07	7.387201456790491e-06	0.0
1262908	0.0005956308071980973	1.4614577071637447e-06	6.0163897022142465e-05
56946	3.8104948281286237e-06	0.0	0.0
78259	2.5976972024668045e-05	2.7336277545418767e-05	6.392650222945312e-05
1629	3.1517002616070836e-05	4.948689229943567e-05	1.6881378492886796e-06
33039	0.02723739811732953	0.027494888832128903	0.018916544281320734
1347366	1.7060068296112772e-06	0.0	0.0
1321780	0.0	1.1068050345654258e-06	0.0
35787	0.0	1.892945855059086e-05	0.0
292800	0.00236232516381536	0.0074753391558000214	0.002245069639098586
1262855	0.0012011838681764426	0.00019514521305326763	6.376663744714284e-05
569	0.0004354438158737738	0.00041556306788160814	0.0009356651989316021
84030	0.00029667708038041865	0.0006975820940338523	0.0003528869072744866
1019	1.214518651555594e-06	5.345885846918764e-07	0.0
52767	7.063997626932679e-06	0.0	5.877824410885917e-06
1262821	0.0017657738982922951	0.009513101078378989	9.002977276948225e-05
1805714	0.0003950790698358131	0.0005145378644288647	0.00033114965090675654
1841856	0.00037066476888759144	0.00015345393138848927	0.00020509097897256513
1807731	0.0	6.787706361627487e-07	0.0
262668	0.0	8.354800246132836e-08	0.0
1505725	0.0	1.6202892042868905e-05	0.0
29466	0.0005516469758695302	0.004014581749156456	0.0004050886238312978
1262958	0.000344249008662757	0.00018369409900928588	0.0011096615502734187
105841	0.00026430225421624187	0.0003317227615176247	0.00021064959545019437
1262869	5.646552159686998e-05	0.0010918852576800812	0.0005697819437882219
544644	0.0005859447954237559	0.0005667195179796305	0.0005732000710585541
419208	7.758448965319396e-06	6.495469112461009e-06	9.836318014192412e-05
220714	9.94260438828971e-07	0.0	0.0
28137	0.0	0.0	2.2648237965789727e-07
321661	6.622353710745901e-07	0.0	0.0
1852378	0.00018207891579167715	6.576851952171925e-05	1.9965893026690712e-05
580	1.6754952990855906e-06	1.6120454732041366e-07	5.604548136333432e-07
1262883	0.000423642363771515	0.0002461224412093575	0.0006028459819882836
184870	7.04825968694355e-06	1.1047593860967734e-06	6.113075667941153e-06
410072	0.007292845398244209	0.005776195977281315	0.0074305660737912895
76122	9.421135917269708e-06	0.0001097609734253707	7.992501660408934e-06
837	4.0898947278913e-06	1.9396129613801974e-06	0.0
1262904	0.0015727494337617021	0.0002790241084652507	0.00418202598694977
487175	0.0012722286632347666	0.0009010815161943148	0.00042986347166150076
138595	4.246439939662412e-05	2.3218157301784107e-05	3.208690770994448e-05
512030	3.1733450512933164e-07	0.0	0.0
106588	0.0004355404134974384	0.0005792167396341276	0.0003675690972322943
1505	2.6527562573791146e-05	2.6537722233362607e-05	8.362549617417176e-06
1036780	0.0	5.930918227737752e-06	0.0
1529	0.0	8.068844264210103e-06	0.0
264463	0.0	5.843269860166154e-05	9.893593003448492e-06
1504	0.0	1.133547697633593e-05	0.0
1478	2.0802711759273824e-06	0.0	0.0
33033	0.00028278407614640045	0.002973469476301154	0.00017734676696486428
33038	0.002030221638262412	0.0032913859452095564	0.0026900063081223597
38289	0.0	1.1398416264649754e-05	0.0
55565	0.0001767710326264174	0.0002266169839423114	0.0002585905767951634
1689303	0.0	0.0	1.7363321121733997e-05
51160	0.0	3.5193728321908615e-05	0.0
544580	0.0008226816410295	0.0003429137524803145	0.0007862897343424482
1736	5.946826664718785e-05	0.0002599590891360896	8.526804750262794e-05
150056	0.0	0.0	2.528047079884302e-06
1852388	0.0	2.2006222159497273e-05	0.0
210	0.0	1.3537005342133826e-05	3.3320540040251538e-06
339	0.0	0.0	0.00012685335835961148
136857	9.302657617985566e-07	0.0	0.0
28038	9.754379284027952e-05	3.494363194955272e-05	6.862114468788871e-05
626930	0.00023480747535076875	0.0004604198511314356	9.692095217241816e-05
61646	4.699828526213329e-06	1.1229068532646787e-05	1.4036482645394612e-05
228604	2.8506391150042345e-07	7.018955590852059e-07	0.0
1720315	6.013671588709038e-05	0.0	1.2740180990861062e-05
1432052	0.0006618723576384495	0.0010151372033721836	0.0004849815690702593
626935	0.0004992754397684815	0.0010042318238600932	0.00030334247751363693
1807751	4.775531326712231e-05	4.8751063018309464e-05	2.805543942311189e-06
1871336	0.0	7.330054955141313e-05	0.0
1338	6.764043904086465e-05	9.520861242191352e-05	0.00018544007506998288
938289	5.89553027108637e-06	5.806661258685865e-06	4.109717439180284e-05
1689	0.0005248573774102959	0.0005893631852272466	0.0004669492637110639
1262703	0.0002043647814149289	0.0002781011114084278	0.000508435292029943
1262833	0.0006454468513602798	0.0003531656722508376	0.0005905975260949511
1610	2.4545674464735174e-05	2.925128920729111e-06	2.8175596046723145e-06
1423	3.4151143049581128e-06	3.5121751814896667e-07	0.0
1262935	0.0	9.141299596193324e-05	0.00017496005158037213
1262760	0.000359670037419322	3.9595167112445365e-05	0.0
157688	0.0	1.150205096790864e-05	0.0
582	4.033094712222593e-07	0.0003026066103331954	4.930314695702555e-06
28127	5.244376991690126e-06	5.133417577734537e-05	5.190580700737773e-06
47671	2.5074834353977754e-05	5.91900793402395e-05	4.2517779549246084e-05
178214	0.0	4.250578787157683e-07	0.0
712469	0.0	0.00016016531351035977	0.0
310514	0.0	2.01384205323672e-06	3.619984730378916e-05
1841868	0.0003020064912859008	0.00045566644925511485	0.0002648295904662423
1848190	8.34307841012578e-07	0.0	0.0
1284708	2.6852420370107708e-05	4.696220314505253e-06	7.596932554650892e-06
1262748	0.00013278071658539713	0.00044574372515166654	9.057002082515491e-05
61648	1.2102145199216473e-05	0.0	0.0
1852368	0.0	1.4412468413032035e-06	0.0
83231	0.0	0.0	2.446374280029404e-07
1697781	0.00027938354845825	0.0006287641643902836	0.0003594556275727489
1632	1.4276044692805135e-05	4.247785069169829e-05	2.7471438388306547e-05
33964	0.00013435617909993635	1.0180717499477468e-06	7.468440664150115e-06
328515	1.877286530781218e-06	0.0	0.0
484	1.0718390633205836e-05	1.4007287418132039e-06	3.0334413012401307e-06
42817	5.013846315557392e-05	4.326991556259417e-06	0.0
1650663	3.7879618042503126e-06	0.00023712447868626366	0.0003574351363024773
34073	4.77658117017109e-06	0.0	0.0
39496	0.004318289165384594	0.002552175657320658	0.003775729284842334
1653435	0.0004852059068954659	0.00033848969467954374	0.0003078120437204917
1262777	0.0008628656090285696	0.000307348410539349	0.0004274786769710356
230143	9.602424892441208e-05	0.00010366523880007522	0.00011891800004315439
515414	0.0	3.440527812021761e-06	0.0
195	0.0	2.062788200623036e-05	0.0
38313	0.0	3.472376500573032e-06	0.0
1262863	0.0001058042686935877	1.0490967844386282e-06	9.20653287029619e-06
310300	0.0	0.0001355944722865464	0.0
1871030	0.0002658769303055636	0.0012288608776517263	0.00040886283424164334
1580	0.0	5.533790589849882e-06	5.4753451201886945e-05
1262948	0.0020545850829486725	0.0011132073314547824	0.0009487414515973277
1193534	0.0004536270264565601	0.0010105603966493446	0.0007060404682721195
745368	0.0015149437643219214	0.0011064798050339129	0.002224036355977474
1263003	0.0006600118980126065	0.0006777542321674803	0.0006049894289449036
69823	1.1849641566230181e-05	6.926380599337114e-05	9.541882123000907e-06
1608583	0.0	1.2059153542815624e-06	0.0
1871033	0.0	2.0481490513951413e-05	0.0
713008	1.9033715869169376e-05	0.0001533067858928344	7.088349945170865e-06
88431	0.008581014322692948	0.009971733717502504	0.012374114018767545
31971	6.615104555404503e-05	7.570211316699391e-05	0.00016965089247278318
1871022	0.000369057768088625	0.00040446866946219803	0.00034685223645923677
40214	1.5528883682963675e-05	3.842949751181995e-06	1.5103325116665661e-05
1262890	0.0020742065693984085	0.0012044520087032367	0.00010695728177605884
1262925	0.00013823860951472572	0.0005774491110445779	0.0007753768956365455
1249	6.154766905407424e-07	1.1379506782260667e-06	0.0
190146	0.0	2.431625763897301e-07	0.0
1796646	0.0	1.320131240821621e-05	0.0
1633	0.00010463253456995186	4.657052703108417e-05	9.130494760718562e-06
437898	0.0	1.899875416215709e-05	0.0
1540257	0.0	8.193145934602786e-07	3.0866948006957167e-06
44742	2.8427276127915706e-05	0.0001299513623675374	2.264412556721432e-07
1262827	8.006754391818187e-05	0.00015914662560252251	0.0017711087473959205
316	5.397275533414406e-07	0.0	0.0
1262993	3.3761933036741494e-05	1.3042888183722621e-05	0.0
1852385	9.141966931785692e-06	1.8102089710579948e-05	1.913060900856786e-05
328814	0.003012934696252196	0.004873043378610207	0.0026313496069640236
261299	0.0010844350839544336	0.0007548441626001749	0.0008747004779398928
1816676	0.0001371041305402034	0.0001767298212982498	5.168994424045706e-05
35841	3.817991632196472e-06	0.0	0.0
1563157	5.904490902903722e-06	0.0	0.0
29388	0.0	0.0	2.213310114417089e-06
39482	0.0007636463113498675	0.0008228017642926594	0.0005045371394296372
68891	3.0047358991112555e-05	3.8870286102387325e-05	4.268486412847163e-05
1465757	7.519787624370142e-06	4.973350075563151e-06	9.414977751754421e-07
28197	3.0529602813136835e-06	0.0	0.0
596085	0.0	1.6558914578317e-05	0.0
1383	6.290294214796207e-05	0.00022666420216180475	5.902199843473794e-05
1588754	0.0	8.613378734669115e-07	0.0
817	0.002845559492212257	0.00463720430652711	0.00144958536790629
467210	3.722406087767728e-05	5.209309121485017e-05	3.060296118015208e-05
225196	0.0	0.0	1.6068399511137453e-06
154288	0.0005003700081754001	0.0004240256864042032	0.00031073306510473204
1262899	5.54428037649194e-07	0.00017421059999354422	0.00012763911051912288
1262775	0.006942815203196065	0.019790919753442267	0.005076965538796251
28125	2.6107241871905557e-05	0.0005076297652009497	1.8125723995279574e-05
209880	0.0001929239036585876	0.00036705910961131426	0.00032830587448746913
313439	2.1053363626731935e-05	2.455888058213397e-05	0.0
1311	3.2634226704874735e-05	9.49125833524244e-05	5.160125635918699e-05
83771	0.004178896446327954	0.00030265506270383576	0.0009588760996618416
1737425	1.2934310444169546e-05	3.2825310345982695e-07	0.0
55969	0.0	4.959394044851428e-07	0.0
1945634	0.0014394329558690756	0.00042394377574786615	0.0016778983073383903
146827	4.2972671155661515e-06	4.331735422712006e-07	1.751815303117717e-05
28035	0.0	0.0	2.6568147405114082e-06
546	0.00032742013208048254	0.0006443298031850398	0.00021327464174104619
726	3.135755550826482e-05	1.557038573512644e-05	1.5555047891270572e-05
156978	0.0	6.018650430561176e-06	0.0
37636	2.867993283387109e-07	0.0	0.0
454194	0.0	0.0	3.8355300888869333e-07
490	0.0	1.4876855643409717e-06	0.0
901	0.0005449287726381512	0.002037291259173466	0.004706009231012457
796942	4.02143845458948e-05	8.077516941570378e-05	7.48024921442221e-05
126156	2.854551882019661e-06	0.0	0.0
68892	0.0005086038717782172	0.0004415449206115156	0.0009712456528784269
649756	0.030400358699230485	0.011915544451182767	0.015789055601341313
202789	1.2929138914146843e-06	0.0	0.0
44007	7.278572712944151e-05	1.575674871461287e-05	0.0003377657254577887
329854	0.0011687379743590173	0.0028780625035773706	0.00042307820119311335
1713724	0.0	1.0421114204903452e-05	0.0
1828	8.38852749576937e-07	0.0	0.0
1720200	0.0005824236936242016	0.0009421567029434645	0.00046075019508453534
292806	0.0	3.7513335761971164e-07	0.0
1776381	1.733317701395218e-06	6.519199761139437e-06	6.27809738392419e-07
214853	4.087565504004625e-05	5.765890036062398e-05	2.842342148666471e-05
481720	2.4230391135724094e-06	1.0998102666993716e-06	9.916028992384558e-06
584	2.230676878893231e-06	1.404424487420391e-05	3.397505509726743e-05
