	environment	phylum	abundance
0	control	Proteobacteria	0.8129156890963375
1	control	Firmicutes	86.26428933410891
2	control	Actinobacteria	5.3478405971424
3	control	Bacteroidetes	7.396543869316052
4	control	Proteobacteria	1.5536979366879318
5	control	Firmicutes	80.47991660121106
6	control	Actinobacteria	3.6529482899078065
7	control	Bacteroidetes	12.219538612831817
8	cancer	Firmicutes	68.10234791077802
9	cancer	Actinobacteria	9.968867049065839
10	cancer	Bacteroidetes	16.53503330083581
11	cancer	Proteobacteria	3.6630484751102013
12	control	Proteobacteria	0.858259037779009
13	control	Actinobacteria	15.637262392105121
14	control	Firmicutes	70.40426369872682
15	control	Bacteroidetes	13.100214871389051
16	cancer	Proteobacteria	2.7678845476217955
17	cancer	Firmicutes	77.6924703100085
18	cancer	Actinobacteria	5.949038468261827
19	cancer	Bacteroidetes	11.266061295492023
20	adenoma	Proteobacteria	1.5334307761375736
21	adenoma	Firmicutes	64.57987368912158
22	adenoma	Bacteroidetes	20.528030718124235
23	adenoma	Actinobacteria	13.07332586103535
24	cancer	Proteobacteria	3.758791653050314
25	cancer	Firmicutes	78.52722973662452
26	cancer	Actinobacteria	1.9926722825594951
27	cancer	Bacteroidetes	10.93677978068533
28	control	Firmicutes	82.89341892720256
29	control	Bacteroidetes	10.523667344211814
30	control	Proteobacteria	0.407496455186302
31	control	Actinobacteria	4.359249305024736
32	control	Proteobacteria	0.5369994572940467
33	control	Firmicutes	79.33483437038575
34	control	Actinobacteria	1.7164185325812158
35	control	Bacteroidetes	18.1617860272455
36	cancer	Proteobacteria	5.499061228518258
37	cancer	Firmicutes	61.20143322987097
38	cancer	Bacteroidetes	12.554157900286397
39	cancer	Actinobacteria	19.446482230723323
40	cancer	Proteobacteria	1.0815156705935633
41	cancer	Firmicutes	43.45991796713008
42	cancer	Actinobacteria	1.7030914961627417
43	cancer	Bacteroidetes	53.6155748169584
44	control	Proteobacteria	2.64851359942704
45	control	Firmicutes	73.46197193813438
46	control	Bacteroidetes	17.860813330065554
47	control	Actinobacteria	1.2379823714556693
48	control	Proteobacteria	1.0792175770363832
49	control	Firmicutes	72.98271451707889
50	control	Actinobacteria	4.649257550804862
51	control	Bacteroidetes	20.284075627669374
52	cancer	Proteobacteria	1.5603676921718042
53	cancer	Firmicutes	84.70924236773037
54	cancer	Bacteroidetes	11.38804967239789
55	cancer	Actinobacteria	1.7104985366216001
56	control	Proteobacteria	0.8933220377300419
57	control	Firmicutes	54.16648818081492
58	control	Bacteroidetes	27.907633366775407
59	control	Actinobacteria	10.775232344025829
60	cancer	Firmicutes	71.36685963321612
61	cancer	Actinobacteria	6.510775050224399
62	cancer	Bacteroidetes	10.920483597638988
63	cancer	Proteobacteria	5.2833002843061925
64	control	Proteobacteria	0.7948804373679474
65	control	Firmicutes	72.43776991921614
66	control	Actinobacteria	1.3180122736886226
67	control	Bacteroidetes	24.221431945564646
68	cancer	Proteobacteria	3.44831013453102
69	cancer	Firmicutes	67.61781476617203
70	cancer	Bacteroidetes	19.537961475812633
71	cancer	Actinobacteria	5.074574191285425
72	control	Firmicutes	54.202242101900744
73	control	Bacteroidetes	37.12856937878096
74	control	Actinobacteria	0.9559826064117758
75	control	Proteobacteria	4.86317841786335
76	control	Proteobacteria	2.8225275900791473
77	control	Firmicutes	76.39761741776005
78	control	Bacteroidetes	9.118592682313114
79	control	Actinobacteria	10.952593605124331
80	cancer	Firmicutes	71.07692431637264
81	cancer	Actinobacteria	6.276958887715231
82	cancer	Proteobacteria	10.683947342993818
83	cancer	Bacteroidetes	10.744604092946293
84	adenoma	Proteobacteria	1.4396786152867571
85	adenoma	Firmicutes	79.92843097490866
86	adenoma	Bacteroidetes	11.84116768621001
87	adenoma	Actinobacteria	6.027613913123265
88	cancer	Firmicutes	56.03628747468008
89	cancer	Bacteroidetes	15.819762440203943
90	cancer	Actinobacteria	8.536802968481922
91	cancer	Proteobacteria	0.8941151175694627
92	control	Proteobacteria	1.999200600619243
93	control	Firmicutes	77.33491958769129
94	control	Bacteroidetes	11.292779856067114
95	control	Actinobacteria	7.017694892759129
96	control	Proteobacteria	4.749303653118686
97	control	Firmicutes	66.04395073120347
98	control	Actinobacteria	7.416434082109112
99	control	Bacteroidetes	20.097912870320823
100	cancer	Proteobacteria	9.30415054713373
101	cancer	Firmicutes	76.85098049517724
102	cancer	Actinobacteria	4.583074374547217
103	cancer	Bacteroidetes	8.855277601010389
104	cancer	Proteobacteria	6.756682926266749
105	cancer	Firmicutes	56.09168031863163
106	cancer	Actinobacteria	1.6555808987838916
107	cancer	Bacteroidetes	33.00477573501497
108	control	Firmicutes	76.6633253929701
109	control	Actinobacteria	10.355953276620443
110	control	Bacteroidetes	10.797444945005644
111	control	Proteobacteria	0.30899221857643105
112	cancer	Proteobacteria	1.0082573510697868
113	cancer	Firmicutes	72.70247439528362
114	cancer	Actinobacteria	1.500019641332615
115	cancer	Bacteroidetes	22.13045082548884
116	control	Firmicutes	77.33253352961206
117	control	Bacteroidetes	14.185477587457715
118	control	Proteobacteria	1.9793065355090944
119	control	Actinobacteria	3.4931526150715273
120	adenoma	Proteobacteria	0.5201756550313664
121	adenoma	Firmicutes	73.09707834039443
122	adenoma	Actinobacteria	14.400213325219324
123	adenoma	Bacteroidetes	10.278061152627
124	control	Proteobacteria	1.197476303003451
125	control	Firmicutes	80.26433851092759
126	control	Bacteroidetes	13.202621625241415
127	control	Actinobacteria	0.4280470410015243
128	adenoma	Proteobacteria	0.8985453097403242
129	adenoma	Firmicutes	72.53227347330008
130	adenoma	Bacteroidetes	24.80258793146737
131	adenoma	Actinobacteria	1.2017081656098672
132	cancer	Proteobacteria	2.657091953364631
133	cancer	Firmicutes	64.09552901062777
134	cancer	Actinobacteria	7.435563674111164
135	cancer	Bacteroidetes	25.123534535198118
136	control	Proteobacteria	3.075409123906333
137	control	Firmicutes	73.21642949508056
138	control	Actinobacteria	10.614299211835862
139	control	Bacteroidetes	8.212406451204272
140	cancer	Firmicutes	61.05697849523797
141	cancer	Proteobacteria	1.8694432955498674
142	cancer	Bacteroidetes	27.422286358201394
143	cancer	Actinobacteria	8.734933918556315
144	cancer	Proteobacteria	4.549997906048763
145	cancer	Firmicutes	42.53377388221171
146	cancer	Actinobacteria	1.0030494944791568
147	cancer	Bacteroidetes	44.564299245722886
148	adenoma	Proteobacteria	0.8638920693068306
149	adenoma	Firmicutes	76.22952189209985
150	adenoma	Bacteroidetes	20.457849377453346
151	adenoma	Actinobacteria	2.289886566147585
152	control	Proteobacteria	4.385294481059423
153	control	Actinobacteria	6.283715349606639
154	control	Firmicutes	70.0324430417102
155	control	Bacteroidetes	17.10284541006412
156	cancer	Proteobacteria	1.105196428788365
157	cancer	Firmicutes	66.93946043995057
158	cancer	Actinobacteria	2.826408743444589
159	cancer	Bacteroidetes	17.512692550230394
160	control	Firmicutes	65.3056476149487
161	control	Bacteroidetes	5.865151234381909
162	control	Actinobacteria	24.261278882523207
163	control	Proteobacteria	2.234122698636518
164	adenoma	Proteobacteria	1.5204393641330056
165	adenoma	Firmicutes	82.11443739459352
166	adenoma	Actinobacteria	2.871755622681929
167	adenoma	Bacteroidetes	7.650448719445063
168	cancer	Proteobacteria	3.7001272265473157
169	cancer	Firmicutes	64.80580537055313
170	cancer	Bacteroidetes	19.216074825738954
171	cancer	Actinobacteria	5.462138295079895
172	control	Proteobacteria	0.9755524879352051
173	control	Firmicutes	76.94797717508143
174	control	Bacteroidetes	10.481540554449637
175	control	Actinobacteria	6.8405677930593605
176	adenoma	Proteobacteria	2.3050328070001327
177	adenoma	Firmicutes	84.72516242004068
178	adenoma	Actinobacteria	2.229027054433856
179	adenoma	Bacteroidetes	10.134169553256045
180	control	Proteobacteria	4.2337522439849975
181	control	Firmicutes	70.52558416886859
182	control	Bacteroidetes	20.94237295161886
183	control	Actinobacteria	2.478993978139691
184	cancer	Proteobacteria	2.2387549282139023
185	cancer	Firmicutes	70.54065307658341
186	cancer	Actinobacteria	2.135994350798045
187	cancer	Bacteroidetes	23.75409814060842
188	control	Proteobacteria	2.399386275832687
189	control	Firmicutes	63.527677457214104
190	control	Actinobacteria	16.746976231361952
191	control	Bacteroidetes	17.175927322551306
192	cancer	Firmicutes	45.7329057074897
193	cancer	Actinobacteria	3.0620355029248545
194	cancer	Bacteroidetes	31.36580289076381
195	cancer	Proteobacteria	1.7295107297056942
196	cancer	Proteobacteria	1.313434198734242
197	cancer	Firmicutes	80.49752365008051
198	cancer	Actinobacteria	1.2984930035242355
199	cancer	Bacteroidetes	15.379899389818327
200	cancer	Proteobacteria	1.0784341467647154
201	cancer	Firmicutes	77.92897257319072
202	cancer	Actinobacteria	2.7742365452478337
203	cancer	Bacteroidetes	16.321768604908343
204	control	Firmicutes	63.074747315868166
205	control	Bacteroidetes	28.86724224745115
206	control	Actinobacteria	4.749185917235548
207	control	Proteobacteria	1.4526141573055704
208	control	Proteobacteria	1.9193368381008695
209	control	Firmicutes	68.48354613872002
210	control	Actinobacteria	2.7420782562778343
211	control	Bacteroidetes	24.451037315589346
212	cancer	Actinobacteria	2.690462513152396
213	cancer	Bacteroidetes	24.86697708355151
214	cancer	Firmicutes	70.21121741189587
215	cancer	Proteobacteria	1.0274159972968548
216	cancer	Firmicutes	35.79533785397861
217	cancer	Bacteroidetes	56.43482716176379
218	cancer	Proteobacteria	2.1344246702154224
219	cancer	Actinobacteria	5.357286744192241
220	cancer	Proteobacteria	2.985788526694278
221	cancer	Firmicutes	76.50828656004147
222	cancer	Actinobacteria	3.7902276467011795
223	cancer	Bacteroidetes	15.110403368161265
224	control	Proteobacteria	0.5753047615590148
225	control	Firmicutes	42.710948894364826
226	control	Bacteroidetes	55.91706780486321
227	control	Actinobacteria	0.29614026690015055
228	cancer	Proteobacteria	0.9096129950774811
229	cancer	Firmicutes	72.32206113566515
230	cancer	Bacteroidetes	17.15765184884021
231	cancer	Actinobacteria	7.11335170095045
232	control	Firmicutes	74.11569590720717
233	control	Bacteroidetes	11.72929412556443
234	control	Actinobacteria	11.960420880306827
235	control	Proteobacteria	0.7344466384791425
236	adenoma	Firmicutes	76.16393471939217
237	adenoma	Bacteroidetes	19.578464539480244
238	adenoma	Actinobacteria	0.7524496310276699
239	adenoma	Proteobacteria	2.3385265703335123
240	control	Proteobacteria	1.375571827224748
241	control	Firmicutes	70.14883419570018
242	control	Bacteroidetes	24.758866282860083
243	control	Actinobacteria	3.1945264690597197
244	control	Proteobacteria	0.972886300952185
245	control	Firmicutes	74.83305508534518
246	control	Bacteroidetes	16.770825899986907
247	control	Actinobacteria	5.740800095170835
248	control	Proteobacteria	0.18140834425805688
249	control	Firmicutes	70.32895481844767
250	control	Actinobacteria	2.8913548205760593
251	control	Bacteroidetes	24.50906987521484
252	cancer	Proteobacteria	3.478423922715285
253	cancer	Firmicutes	52.67333658294954
254	cancer	Bacteroidetes	33.15193977381751
255	cancer	Actinobacteria	4.153455540226805
256	cancer	Firmicutes	78.58327197498745
257	cancer	Bacteroidetes	12.287926499105676
258	cancer	Actinobacteria	5.7014798455776745
259	cancer	Proteobacteria	1.4557391211195396
260	control	Proteobacteria	1.8307675481128987
261	control	Firmicutes	69.70303856015354
262	control	Actinobacteria	9.336463320247992
263	control	Bacteroidetes	18.51606851883425
264	cancer	Actinobacteria	1.4710413263479993
265	cancer	Firmicutes	60.71390254141215
266	cancer	Bacteroidetes	33.253131122942676
267	cancer	Proteobacteria	1.4476833794486643
268	control	Proteobacteria	2.193332338737685
269	control	Firmicutes	81.10924329328947
270	control	Bacteroidetes	9.253882841469716
271	control	Actinobacteria	6.625107073476136
272	cancer	Proteobacteria	1.676107076763939
273	cancer	Firmicutes	72.39943233582838
274	cancer	Bacteroidetes	22.517595140361852
275	cancer	Actinobacteria	1.607094199565674
276	cancer	Proteobacteria	2.297157895073861
277	cancer	Firmicutes	67.50223865742315
278	cancer	Actinobacteria	3.7012069464045214
279	cancer	Bacteroidetes	21.320475864196673
280	cancer	Firmicutes	85.84388522110889
281	cancer	Actinobacteria	3.7476254323473617
282	cancer	Bacteroidetes	7.772575190376697
283	cancer	Proteobacteria	0.9683064311313317
284	cancer	Proteobacteria	2.446045744649892
285	cancer	Firmicutes	73.58564542426413
286	cancer	Bacteroidetes	10.862351943190095
287	cancer	Actinobacteria	7.805143201974045
288	adenoma	Proteobacteria	2.5783246302833107
289	adenoma	Firmicutes	69.53402694562931
290	adenoma	Actinobacteria	2.173419454815167
291	adenoma	Bacteroidetes	23.83422503525527
292	adenoma	Proteobacteria	1.299863008697341
293	adenoma	Firmicutes	81.88758947705989
294	adenoma	Bacteroidetes	4.8722677705588975
295	adenoma	Actinobacteria	3.3263421182107193
296	adenoma	Proteobacteria	0.9221125858950365
297	adenoma	Firmicutes	64.60896655347041
298	adenoma	Bacteroidetes	19.661143682200056
299	adenoma	Actinobacteria	13.864542802773535
300	adenoma	Proteobacteria	0.5981102244279719
301	adenoma	Firmicutes	86.41664762840877
302	adenoma	Actinobacteria	3.486804567932765
303	adenoma	Bacteroidetes	8.968354644471288
304	cancer	Firmicutes	63.48651406826787
305	cancer	Actinobacteria	8.763581268353478
306	cancer	Bacteroidetes	14.3772518575223
307	cancer	Proteobacteria	1.5245734378374116
308	control	Proteobacteria	1.3633424756487904
309	control	Firmicutes	83.30030061239356
310	control	Actinobacteria	3.5009930737183454
311	control	Bacteroidetes	10.707817643727418
312	control	Firmicutes	71.40232026799579
313	control	Actinobacteria	9.668229121348354
314	control	Bacteroidetes	14.096930324603688
315	control	Proteobacteria	4.386460674195956
316	control	Proteobacteria	2.1955131383256443
317	control	Firmicutes	75.57464975202161
318	control	Actinobacteria	8.966723982932866
319	control	Bacteroidetes	6.0383315839038065
320	adenoma	Proteobacteria	0.3008301251433637
321	adenoma	Firmicutes	87.58265294869891
322	adenoma	Actinobacteria	2.8085369864228826
323	adenoma	Bacteroidetes	8.439760353066177
324	control	Firmicutes	68.7770705490491
325	control	Bacteroidetes	27.140264465121923
326	control	Proteobacteria	1.587236071449627
327	control	Actinobacteria	1.3483684367172848
328	control	Proteobacteria	3.2230563617450794
329	control	Firmicutes	68.9094818082319
330	control	Actinobacteria	9.91276306794271
331	control	Bacteroidetes	16.93445953871311
332	control	Proteobacteria	1.2468566596437975
333	control	Firmicutes	44.98854460335116
334	control	Actinobacteria	3.465070405703356
335	control	Bacteroidetes	50.071892462086254
336	control	Proteobacteria	1.9183471029215113
337	control	Firmicutes	68.98565929700749
338	control	Actinobacteria	7.080888847786889
339	control	Bacteroidetes	20.801011094645812
340	cancer	Proteobacteria	4.322688141697342
341	cancer	Firmicutes	58.62644640742653
342	cancer	Actinobacteria	17.780262070555192
343	cancer	Bacteroidetes	18.621563186616953
344	control	Proteobacteria	2.6966467299516683
345	control	Firmicutes	71.24562618383754
346	control	Actinobacteria	5.566031914900171
347	control	Bacteroidetes	18.105712200582975
348	cancer	Proteobacteria	1.485090344582687
349	cancer	Firmicutes	72.95524200993107
350	cancer	Bacteroidetes	20.081713845731286
351	cancer	Actinobacteria	3.392234111313777
352	cancer	Proteobacteria	3.156178714949375
353	cancer	Firmicutes	74.51402851571174
354	cancer	Actinobacteria	6.2298172381692964
355	cancer	Bacteroidetes	12.120245348213041
356	cancer	Proteobacteria	1.1694019872056363
357	cancer	Firmicutes	75.79168138291244
358	cancer	Bacteroidetes	16.426098907139668
359	cancer	Actinobacteria	1.975134150511502
360	control	Proteobacteria	2.71010391362437
361	control	Firmicutes	80.64117131384663
362	control	Actinobacteria	6.259865610248756
363	control	Bacteroidetes	9.741569031830052
364	adenoma	Proteobacteria	0.6335221409982003
365	adenoma	Firmicutes	72.32533203429742
366	adenoma	Actinobacteria	4.805196984220296
367	adenoma	Bacteroidetes	20.605850430962207
368	adenoma	Proteobacteria	3.8178892419248567
369	adenoma	Firmicutes	75.75399106396881
370	adenoma	Bacteroidetes	17.623649507443947
371	adenoma	Actinobacteria	1.1667219169094796
372	cancer	Proteobacteria	4.250312393954013
373	cancer	Firmicutes	43.74297399304059
374	cancer	Actinobacteria	3.279621096255616
375	cancer	Bacteroidetes	47.48653505989471
376	cancer	Proteobacteria	2.8722032680680587
377	cancer	Firmicutes	57.93997498063287
378	cancer	Actinobacteria	3.568053201277953
379	cancer	Bacteroidetes	34.161650519111724
380	cancer	Proteobacteria	2.8784969287823294
381	cancer	Firmicutes	70.75531175884292
382	cancer	Actinobacteria	4.017153369574729
383	cancer	Bacteroidetes	21.235430131117354
384	control	Proteobacteria	0.3393577672357919
385	control	Firmicutes	82.23122718817648
386	control	Bacteroidetes	7.454026646029514
387	control	Actinobacteria	8.978030266596397
388	control	Proteobacteria	0.9034194658590393
389	control	Firmicutes	77.77630208819447
390	control	Actinobacteria	1.9885281609159942
391	control	Bacteroidetes	15.214001576463973
392	adenoma	Proteobacteria	2.0115641425917197
393	adenoma	Firmicutes	61.69011227153284
394	adenoma	Bacteroidetes	32.42536358320759
395	adenoma	Actinobacteria	0.9278876849712547
396	control	Firmicutes	58.73955557196262
397	control	Actinobacteria	5.29664371115129
398	control	Bacteroidetes	30.00159093681515
399	control	Proteobacteria	0.13305600807125617
400	adenoma	Proteobacteria	8.82260248724266
401	adenoma	Firmicutes	54.42392532357046
402	adenoma	Actinobacteria	4.868835451433084
403	adenoma	Bacteroidetes	27.794995478866934
404	cancer	Firmicutes	73.17891002250047
405	cancer	Bacteroidetes	13.45466918876778
406	cancer	Actinobacteria	7.824094549347219
407	cancer	Proteobacteria	4.038336896075071
408	control	Proteobacteria	0.8579230649395255
409	control	Firmicutes	76.0701994668786
410	control	Actinobacteria	15.295666037512287
411	control	Bacteroidetes	7.48967658379085
412	cancer	Actinobacteria	3.4500095639505695
413	cancer	Firmicutes	78.15377983402063
414	cancer	Bacteroidetes	14.999817433006484
415	cancer	Proteobacteria	1.7037715466189727
416	control	Firmicutes	77.53589330295937
417	control	Actinobacteria	8.807808355607984
418	control	Bacteroidetes	12.381905085521357
419	control	Proteobacteria	1.2154695075732693
420	control	Proteobacteria	2.518182130326092
421	control	Firmicutes	81.51826118612307
422	control	Actinobacteria	4.436396190414724
423	control	Bacteroidetes	10.653945132729529
424	cancer	Proteobacteria	10.091999927838122
425	cancer	Firmicutes	58.94430120994583
426	cancer	Actinobacteria	2.924076719747507
427	cancer	Bacteroidetes	26.72146711075092
428	control	Firmicutes	81.73248590029681
429	control	Bacteroidetes	11.679492872316235
430	control	Actinobacteria	4.892930119779923
431	control	Proteobacteria	0.7294372220104808
432	cancer	Proteobacteria	0.7417999483016158
433	cancer	Firmicutes	78.75711077156029
434	cancer	Actinobacteria	3.7303730427981385
435	cancer	Bacteroidetes	11.353717663835091
436	control	Proteobacteria	0.4791730992544189
437	control	Firmicutes	87.14754097278674
438	control	Bacteroidetes	4.487839056877921
439	control	Actinobacteria	4.9855699678870575
440	cancer	Proteobacteria	3.1356124522456
441	cancer	Firmicutes	68.68704242502048
442	cancer	Actinobacteria	2.542436911926882
443	cancer	Bacteroidetes	23.879754336220504
444	adenoma	Firmicutes	90.3786751101667
445	adenoma	Actinobacteria	5.39724747579859
446	adenoma	Bacteroidetes	2.1783135785698304
447	adenoma	Proteobacteria	0.9822829401699752
448	control	Proteobacteria	0.9978754981022983
449	control	Firmicutes	59.52857098800403
450	control	Actinobacteria	8.256573672298755
451	control	Bacteroidetes	14.270521611536497
452	control	Proteobacteria	0.8997723475982297
453	control	Firmicutes	73.32794950091694
454	control	Bacteroidetes	21.406571950526697
455	control	Actinobacteria	3.287105411660652
456	cancer	Proteobacteria	1.8605349372145468
457	cancer	Firmicutes	57.034004434208086
458	cancer	Bacteroidetes	33.483927503578286
459	cancer	Actinobacteria	4.7055853562829375
460	cancer	Proteobacteria	2.900380865032905
461	cancer	Firmicutes	59.49598806564593
462	cancer	Actinobacteria	1.478273137581379
463	cancer	Bacteroidetes	25.36844747518274
464	control	Proteobacteria	1.3802359670203526
465	control	Firmicutes	76.54244977822643
466	control	Bacteroidetes	17.262957564471606
467	control	Actinobacteria	0.7577813965603144
468	control	Proteobacteria	1.1280310692400626
469	control	Firmicutes	76.73463097601768
470	control	Actinobacteria	16.870725523080278
471	control	Bacteroidetes	3.896642021399953
472	cancer	Proteobacteria	5.115554570257891
473	cancer	Firmicutes	55.99090627454984
474	cancer	Bacteroidetes	33.20680455033728
475	cancer	Actinobacteria	4.708632981951496
476	cancer	Proteobacteria	1.3597137678238118
477	cancer	Firmicutes	79.17486967143344
478	cancer	Actinobacteria	3.3483591185538466
479	cancer	Bacteroidetes	12.709294111283729
480	cancer	Proteobacteria	1.2504211521245685
481	cancer	Firmicutes	84.29312779926663
482	cancer	Bacteroidetes	11.405726002066283
483	cancer	Actinobacteria	2.689581525932881
484	cancer	Proteobacteria	5.59312330119416
485	cancer	Firmicutes	53.85570042565634
486	cancer	Actinobacteria	6.024802075504102
487	cancer	Bacteroidetes	25.10239560779478
488	cancer	Proteobacteria	3.425033219289817
489	cancer	Firmicutes	43.64680987995245
490	cancer	Bacteroidetes	42.82263362693205
491	cancer	Actinobacteria	9.948942111646165
492	cancer	Proteobacteria	2.5214364490958494
493	cancer	Firmicutes	70.8873055169047
494	cancer	Actinobacteria	2.8382581518015755
495	cancer	Bacteroidetes	16.98714699165349
496	cancer	Proteobacteria	0.2618538062048784
497	cancer	Firmicutes	32.05582265551205
498	cancer	Bacteroidetes	52.07053586647212
499	cancer	Actinobacteria	0.3723185420011619
500	cancer	Firmicutes	68.8316631155243
501	cancer	Bacteroidetes	14.396370968563696
502	cancer	Actinobacteria	13.476055400770766
503	cancer	Proteobacteria	1.4584171960892807
504	control	Proteobacteria	3.0934981223509985
505	control	Firmicutes	77.35023385265791
506	control	Actinobacteria	7.427221225966049
507	control	Bacteroidetes	5.07550739337635
508	adenoma	Proteobacteria	1.6219091631426454
509	adenoma	Firmicutes	74.51339901276994
510	adenoma	Actinobacteria	7.1350380396496975
511	adenoma	Bacteroidetes	16.399554167239135
512	cancer	Proteobacteria	1.8121132509079725
513	cancer	Firmicutes	66.88009246719044
514	cancer	Bacteroidetes	23.998777000983697
515	cancer	Actinobacteria	4.830004022282198
516	control	Proteobacteria	1.0449099080806847
517	control	Firmicutes	72.65174417618793
518	control	Actinobacteria	12.56016188020922
519	control	Bacteroidetes	11.681796297427143
520	cancer	Firmicutes	48.05745305724515
521	cancer	Proteobacteria	1.5069303446118538
522	cancer	Actinobacteria	5.681664988886061
523	cancer	Bacteroidetes	40.3545733005178
524	adenoma	Proteobacteria	1.1098806117700069
525	adenoma	Firmicutes	72.43421210878547
526	adenoma	Actinobacteria	11.453045402675658
527	adenoma	Bacteroidetes	14.41641033287461
528	cancer	Proteobacteria	1.8379925535409587
529	cancer	Firmicutes	77.81756915042459
530	cancer	Bacteroidetes	8.298678814247479
531	cancer	Actinobacteria	7.1360956529333235
532	cancer	Proteobacteria	2.5689340323980785
533	cancer	Firmicutes	78.8287214342544
534	cancer	Actinobacteria	3.536218291117926
535	cancer	Bacteroidetes	13.50831369947091
536	control	Proteobacteria	0.4359944270000375
537	control	Firmicutes	82.80854111379654
538	control	Bacteroidetes	15.649902579739974
539	control	Actinobacteria	0.5223095389967254
540	control	Proteobacteria	6.143914343578133
541	control	Firmicutes	74.74237501534247
542	control	Actinobacteria	4.8371796579048025
543	control	Bacteroidetes	12.291909350444612
544	cancer	Proteobacteria	3.3698340188617197
545	cancer	Firmicutes	60.669305774052084
546	cancer	Bacteroidetes	27.779341397423828
547	cancer	Actinobacteria	6.201404477134001
548	cancer	Proteobacteria	1.085197484612712
549	cancer	Firmicutes	79.09781971278159
550	cancer	Actinobacteria	6.530389065372377
551	cancer	Bacteroidetes	9.57859875110002
552	control	Firmicutes	81.29784542374067
553	control	Actinobacteria	8.762556844646282
554	control	Bacteroidetes	5.856677324547968
555	control	Proteobacteria	3.2298256248656907
556	cancer	Firmicutes	76.9834683787825
557	cancer	Bacteroidetes	15.447548018387769
558	cancer	Actinobacteria	6.012966498180669
559	cancer	Proteobacteria	0.3475786183638712
560	cancer	Firmicutes	74.60998825878194
561	cancer	Actinobacteria	3.564673711557758
562	cancer	Bacteroidetes	18.173075069895468
563	cancer	Proteobacteria	2.4842178578794045
564	cancer	Proteobacteria	2.178363868059047
565	cancer	Firmicutes	57.78297221659997
566	cancer	Actinobacteria	3.8067111099674746
567	cancer	Bacteroidetes	35.25225421793088
568	control	Proteobacteria	1.7452896887736602
569	control	Firmicutes	64.49497001791742
570	control	Actinobacteria	20.44684659373481
571	control	Bacteroidetes	5.997531824643643
572	control	Proteobacteria	0.8184799629414677
573	control	Firmicutes	77.42713638410555
574	control	Actinobacteria	7.353540257637621
575	control	Bacteroidetes	14.209671184688375
576	cancer	Proteobacteria	0.7497397726331881
577	cancer	Firmicutes	77.07419110398061
578	cancer	Bacteroidetes	2.6552672987418755
579	cancer	Actinobacteria	17.669922405094553
580	adenoma	Proteobacteria	0.9242314601251805
581	adenoma	Firmicutes	59.539425852233826
582	adenoma	Bacteroidetes	31.822818930522743
583	adenoma	Actinobacteria	7.228982201477693
584	cancer	Proteobacteria	2.9251563911692586
585	cancer	Actinobacteria	3.328663379873869
586	cancer	Firmicutes	73.76418480320814
587	cancer	Bacteroidetes	18.812784291373518
588	cancer	Proteobacteria	0.8346275346603163
589	cancer	Firmicutes	76.78510075662322
590	cancer	Bacteroidetes	9.974222444512208
591	cancer	Actinobacteria	6.2872017483361295
592	cancer	Proteobacteria	3.198793594008542
593	cancer	Firmicutes	50.331265287816706
594	cancer	Bacteroidetes	39.40092730780582
595	cancer	Actinobacteria	2.5380516797218875
596	cancer	Proteobacteria	1.5532333178448714
597	cancer	Firmicutes	48.754525685531824
598	cancer	Actinobacteria	2.3671955865805225
599	cancer	Bacteroidetes	47.20186269544467
600	cancer	Proteobacteria	1.242376576070651
601	cancer	Firmicutes	76.08901667076938
602	cancer	Actinobacteria	3.0657376836052452
603	cancer	Bacteroidetes	17.641667796593396
604	adenoma	Proteobacteria	2.3299188292403064
605	adenoma	Firmicutes	69.02734285169389
606	adenoma	Actinobacteria	4.475198862980287
607	adenoma	Bacteroidetes	22.958488722077192
608	control	Proteobacteria	1.6069965029769069
609	control	Firmicutes	81.23319844033021
610	control	Actinobacteria	7.792618665355507
611	control	Bacteroidetes	9.36718639133738
612	cancer	Proteobacteria	1.3622013746979422
613	cancer	Firmicutes	80.43134989504114
614	cancer	Actinobacteria	3.8419636149162155
615	cancer	Bacteroidetes	11.196384366347901
616	control	Firmicutes	73.41006030897952
617	control	Bacteroidetes	13.078880147252182
618	control	Actinobacteria	7.309218018092883
619	control	Proteobacteria	2.424187416957706
620	cancer	Proteobacteria	4.140623637933562
621	cancer	Firmicutes	79.8396434644768
622	cancer	Bacteroidetes	9.194779549911699
623	cancer	Actinobacteria	4.416440829716009
624	cancer	Firmicutes	73.52427410304018
625	cancer	Bacteroidetes	16.342595048369805
626	cancer	Proteobacteria	1.1770417556681019
627	cancer	Actinobacteria	6.553123610434837
628	adenoma	Proteobacteria	0.4803486156216011
629	adenoma	Firmicutes	74.7551065215101
630	adenoma	Actinobacteria	4.834676105719025
631	adenoma	Bacteroidetes	19.392807501488694
632	control	Proteobacteria	0.9003001351541005
633	control	Firmicutes	79.38107940813201
634	control	Actinobacteria	1.6894589555794741
635	control	Bacteroidetes	13.612131686100955
636	control	Proteobacteria	0.8003832402833443
637	control	Firmicutes	82.24955437873332
638	control	Bacteroidetes	5.807776477039623
639	control	Actinobacteria	9.580831046431989
640	cancer	Proteobacteria	1.180906610534404
641	cancer	Firmicutes	74.37212390221433
642	cancer	Bacteroidetes	11.09828296161611
643	cancer	Actinobacteria	7.950309854126765
644	adenoma	Proteobacteria	0.8056918507224526
645	adenoma	Firmicutes	78.52735161908628
